Year,System Code,System,School Code,School,Grade,Gender,Ethnicity,Sub Population,Total Student Count,Asian,Asian %,Black or African American,Black or African American %,American Indian / Alaska Native, American Indian / Alaska Native %,Native Hawaiian / Pacific Islander,Native Hawaiian / Pacific Islander %,White,White %,Two or more races,Two or more races %
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Other Ethnicity,Foster,91,*,*,34,37.36,*,*,*,*,52,57.14,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Other Ethnicity,Military Family,630,*,*,158,25.08,*,*,*,*,410,65.08,48,7.62
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 07,Male,Other Ethnicity,Non-Economically Disadvantaged,9384,237,~,1309,13.95,112,~,13,~,7407,78.93,306,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,All Ethnicity,All SubPopulation,55780,887,~,18039,32.34,2506,~,132,~,31573,56.60,2643,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,All Ethnicity,Students with Limited English Proficiency,3603,198,5.50,92,~,1227,34.05,62,~,1596,44.30,428,11.88
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,All Ethnicity,Homeless,850,*,*,419,49.29,63,7.41,*,*,289,34.00,67,7.88
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,All Ethnicity,Migrant,85,*,*,*,*,41,48.24,*,*,24,28.24,17,20.00
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,All Ethnicity,Students with Disabilities,10438,59,~,3716,35.60,281,~,*,*,5943,56.94,430,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,All Ethnicity,General Education Students,45342,828,~,14323,31.59,2225,~,123,~,25630,56.53,2213,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,All Ethnicity,Economically Disadvantaged,35852,324,~,15206,42.41,2054,5.73,101,~,16250,45.33,1917,5.35
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,All Ethnicity,Foster,241,*,*,80,33.20,*,*,*,*,133,55.19,25,10.37
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,All Ethnicity,Military Family,1288,18,~,361,28.03,32,~,*,*,779,60.48,96,7.45
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,All Ethnicity,Non-Economically Disadvantaged,19928,563,~,2833,14.22,452,~,31,~,15323,76.89,726,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Hispanic/Latino,All SubPopulation,6557,28,~,255,~,2013,30.70,68,~,3423,52.20,770,11.74
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Hispanic/Latino,Students with Limited English Proficiency,3171,*,*,24,~,1209,38.13,45,~,1487,46.89,396,12.49
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Hispanic/Latino,Homeless,144,*,*,*,*,56,38.89,*,*,44,30.56,30,20.83
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Hispanic/Latino,Migrant,59,*,*,*,*,28,47.46,*,*,15,25.42,15,25.42
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Hispanic/Latino,Students with Disabilities,853,*,*,43,5.04,191,22.39,*,*,532,62.37,82,9.61
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Hispanic/Latino,General Education Students,5704,28,~,212,~,1822,31.94,63,~,2891,50.68,688,12.06
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Hispanic/Latino,Economically Disadvantaged,5379,19,~,204,~,1765,32.81,55,~,2704,50.27,632,11.75
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Hispanic/Latino,Foster,18,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Hispanic/Latino,Military Family,119,*,*,*,*,23,19.33,*,*,73,61.34,12,10.08
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Hispanic/Latino,Non-Economically Disadvantaged,1178,*,*,51,~,248,21.05,13,~,719,61.04,138,11.71
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Other Ethnicity,All SubPopulation,49223,859,~,17784,36.13,493,~,64,~,28150,57.19,1873,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Other Ethnicity,Students with Limited English Proficiency,432,188,43.52,68,15.74,18,~,17,~,109,25.23,32,7.41
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Other Ethnicity,Homeless,706,*,*,410,58.07,*,*,*,*,245,34.70,37,5.24
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Other Ethnicity,Migrant,26,*,*,*,*,13,50.00,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Other Ethnicity,Students with Disabilities,9585,59,~,3673,38.32,90,~,*,*,5411,56.45,348,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Other Ethnicity,General Education Students,39638,800,~,14111,35.60,403,~,60,~,22739,57.37,1525,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Other Ethnicity,Economically Disadvantaged,30473,305,~,15002,49.23,289,~,46,~,13546,44.45,1285,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Other Ethnicity,Foster,223,*,*,79,35.43,*,*,*,*,121,54.26,22,9.87
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Other Ethnicity,Military Family,1169,17,~,352,30.11,*,*,*,*,706,60.39,84,7.19
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,All Gender,Other Ethnicity,Non-Economically Disadvantaged,18750,554,~,2782,14.84,204,~,18,~,14604,77.89,588,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,All Ethnicity,All SubPopulation,26887,451,~,8685,32.30,1230,~,72,~,15139,56.31,1310,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,All Ethnicity,Students with Limited English Proficiency,1617,79,~,41,~,565,34.94,33,~,696,43.04,203,12.55
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,All Ethnicity,Homeless,403,*,*,204,50.62,29,7.20,*,*,127,31.51,36,8.93
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,All Ethnicity,Migrant,42,*,*,*,*,20,47.62,*,*,13,30.95,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,All Ethnicity,Students with Disabilities,3714,22,~,1290,34.73,97,~,*,*,2136,57.51,165,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,All Ethnicity,General Education Students,23173,429,~,7395,31.91,1133,~,68,~,13003,56.11,1145,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,All Ethnicity,Economically Disadvantaged,17159,166,~,7336,42.75,995,5.80,55,~,7689,44.81,918,5.35
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,All Ethnicity,Foster,124,*,*,40,32.26,*,*,*,*,68,54.84,15,12.10
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,All Ethnicity,Military Family,609,*,*,162,26.60,12,~,*,*,372,61.08,53,8.70
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,All Ethnicity,Non-Economically Disadvantaged,9728,285,~,1349,13.87,235,~,17,~,7450,76.58,392,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Hispanic/Latino,All SubPopulation,3142,17,~,118,~,985,31.35,35,~,1599,50.89,388,12.35
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Hispanic/Latino,Students with Limited English Proficiency,1434,*,*,13,~,558,38.91,23,~,650,45.33,185,12.90
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Hispanic/Latino,Homeless,65,*,*,*,*,26,40.00,*,*,16,24.62,15,23.08
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Hispanic/Latino,Migrant,27,*,*,*,*,13,48.15,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Hispanic/Latino,Students with Disabilities,305,*,*,15,~,64,20.98,*,*,189,61.97,34,11.15
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Hispanic/Latino,General Education Students,2837,17,~,103,~,921,32.46,32,~,1410,49.70,354,12.48
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Hispanic/Latino,Economically Disadvantaged,2564,12,~,93,~,859,33.50,28,~,1267,49.41,305,11.90
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Hispanic/Latino,Foster,12,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Hispanic/Latino,Military Family,50,*,*,*,*,*,*,*,*,30,60.00,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Hispanic/Latino,Non-Economically Disadvantaged,578,*,*,25,~,126,21.80,*,*,332,57.44,83,14.36
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Other Ethnicity,All SubPopulation,23745,434,~,8567,36.08,245,~,37,~,13540,57.02,922,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Other Ethnicity,Students with Limited English Proficiency,183,74,40.44,28,15.30,*,*,*,*,46,25.14,18,9.84
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Other Ethnicity,Homeless,338,*,*,199,58.88,*,*,*,*,111,32.84,21,6.21
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Other Ethnicity,Migrant,15,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Other Ethnicity,Students with Disabilities,3409,22,~,1275,37.40,33,~,*,*,1947,57.11,131,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Other Ethnicity,General Education Students,20336,412,~,7292,35.86,212,~,36,~,11593,57.01,791,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Other Ethnicity,Economically Disadvantaged,14595,154,~,7243,49.63,136,~,27,~,6422,44.00,613,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Other Ethnicity,Foster,112,*,*,40,35.71,*,*,*,*,60,53.57,12,10.71
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Other Ethnicity,Military Family,559,*,*,156,27.91,*,*,*,*,342,61.18,47,8.41
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Female,Other Ethnicity,Non-Economically Disadvantaged,9150,280,~,1324,14.47,109,~,*,*,7118,77.79,309,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,All Ethnicity,All SubPopulation,28893,436,~,9354,32.37,1276,~,60,~,16434,56.88,1333,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,All Ethnicity,Students with Limited English Proficiency,1986,119,5.99,51,~,662,33.33,29,~,900,45.32,225,11.33
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,All Ethnicity,Homeless,447,*,*,215,48.10,34,7.61,*,*,162,36.24,31,6.94
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,All Ethnicity,Migrant,43,*,*,*,*,21,48.84,*,*,11,25.58,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,All Ethnicity,Students with Disabilities,6724,37,~,2426,36.08,184,~,*,*,3807,56.62,265,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,All Ethnicity,General Education Students,22169,399,~,6928,31.25,1092,~,55,~,12627,56.96,1068,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,All Ethnicity,Economically Disadvantaged,18693,158,~,7870,42.10,1059,5.67,46,~,8561,45.80,999,5.34
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,All Ethnicity,Foster,117,*,*,40,34.19,*,*,*,*,65,55.56,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,All Ethnicity,Military Family,679,*,*,199,29.31,20,~,*,*,407,59.94,43,6.33
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,All Ethnicity,Non-Economically Disadvantaged,10200,278,~,1484,14.55,217,~,14,~,7873,77.19,334,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,Hispanic/Latino,All SubPopulation,3415,11,~,137,~,1028,30.10,33,~,1824,53.41,382,11.19
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,Hispanic/Latino,Students with Limited English Proficiency,1737,*,*,11,~,651,37.48,22,~,837,48.19,211,12.15
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,Hispanic/Latino,Homeless,79,*,*,*,*,30,37.97,*,*,28,35.44,15,18.99
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,Hispanic/Latino,Migrant,32,*,*,*,*,15,46.88,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,Hispanic/Latino,Students with Disabilities,548,*,*,28,5.11,127,23.18,*,*,343,62.59,48,8.76
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,Hispanic/Latino,General Education Students,2867,11,~,109,~,901,31.43,31,~,1481,51.66,334,11.65
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,Hispanic/Latino,Economically Disadvantaged,2815,*,*,111,~,906,32.18,27,~,1437,51.05,327,11.62
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,Hispanic/Latino,Foster,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,Hispanic/Latino,Military Family,69,*,*,*,*,15,21.74,*,*,43,62.32,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 08,Male,Hispanic/Latino,Non-Economically Disadvantaged,600,*,*,26,~,122,20.33,*,*,387,64.50,55,9.17
